eval/mean_return,eval/std_return,step,train/approx_kl,train/awfm_max_weight,train/awfm_mean_weight,train/clip_fraction,train/entropy,train/iteration,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,wall_time
nan,nan,497664,0.0,0.29491653440054505,0.03124999992433004,0.0,0.0,243,0.0001512295081967213,1000.0,-434.7385164487076,2,1.5996990900616064e-09,23.520650574564932,906.8961400985718
nan,nan,499712,0.0,0.3803097382420674,0.031249999726423994,0.0,0.0,244,0.00015061475409836064,1000.0,-518.5370398858056,2,1.7282813974743538e-12,17.415673284232618,915.4888219833374
nan,nan,501760,0.0,0.3335145138669759,0.031249999668216333,0.0,0.0,245,0.00015,1000.0,-409.3559805901732,2,4.935702446760609e-13,19.34442127496004,923.2857620716095
-353.84783849363123,86.27573992848451,501760,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,936.6011011600494
nan,nan,503808,0.0,0.40980785477440806,0.03124999979045242,0.0,0.0,246,0.00014938524590163934,1000.0,-422.58849112252307,2,7.677578065426035e-08,15.021428288519383,945.6566112041473
nan,nan,505856,0.0,0.27419496930669995,0.031249999889405446,0.0,0.0,247,0.00014877049180327868,1000.0,-394.15503994090324,2,8.791932184587731e-09,26.606977131962775,953.7709572315216
nan,nan,507904,0.0,0.24182380952406674,0.031249999784631655,0.0,0.0,248,0.000148155737704918,1000.0,-487.1844011204247,2,7.174046779912988e-13,26.265029102563858,965.2616109848022
nan,nan,509952,0.0,0.40099490153370426,0.031249999889405446,0.0,0.0,249,0.00014754098360655736,1000.0,-373.4758731198793,2,1.5695829325043942e-09,14.003817002475262,972.637109041214
nan,nan,512000,0.0,0.4396759642288089,0.03125000008731149,0.0,0.0,250,0.0001469262295081967,1000.0,-456.8073204774142,3,9.558518269841193e-09,13.178596092760563,979.7486162185669
-251.21131948424463,70.16536175416373,512000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,992.5137181282043
nan,nan,514048,0.0,0.2851453642360866,0.03124999995343387,0.0,0.0,251,0.00014631147540983605,1000.0,-491.01661103148916,2,1.0064186355203706e-09,29.053125143051147,999.9556202888489
nan,nan,516096,0.0,0.4708850706461817,0.031249999516876414,0.0,0.0,252,0.00014569672131147537,1000.0,-439.6473991810334,2,6.188827678668484e-13,13.090361265093089,1006.9906580448151
nan,nan,518144,0.0,0.29020163966342805,0.031249999889405446,0.0,0.0,253,0.00014508196721311472,1000.0,-490.0199804360352,2,4.576265372116512e-13,25.861688724160196,1014.3194570541382
nan,nan,520192,0.0,0.37745059467852116,0.031249999965075402,0.0,0.0,254,0.0001444672131147541,1000.0,-342.23788421431095,2,5.402376251090342e-13,17.590179796516896,1023.9395332336426
-319.1307369883929,121.0274332569622,520192,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1038.960235118866
nan,nan,522240,0.0,0.42948285342426973,0.03124999981955625,0.0,0.0,255,0.00014385245901639345,1000.0,-449.1772482945195,2,1.1291944159790862e-09,12.064417588710786,1047.2679071426392
nan,nan,524288,0.0,0.27118558406364174,0.03124999998835847,0.0,0.0,256,0.00014323770491803277,1000.0,-437.0456047587726,2,2.8474122516824524e-09,23.327766260504724,1054.9984781742096
nan,nan,526336,0.0,0.3406013644533232,0.031249999901046977,0.0,0.0,257,0.00014262295081967212,1000.0,-443.89553422862446,2,1.277133689561315e-10,18.556042233109473,1062.8212349414825
nan,nan,528384,0.0,0.39611726205330344,0.031249999778810888,0.0,0.0,258,0.00014200819672131147,1000.0,-456.5601565070094,2,1.7630588472541942e-11,18.01371063143015,1070.522667169571
nan,nan,530432,0.0,0.20164767974056302,0.031249999802093954,0.0,0.0,259,0.00014139344262295082,1000.0,-534.3873963489737,2,1.7718177029148131e-12,45.627556225657464,1078.2099001407623
-338.20560175724097,87.72133823527174,530432,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1091.1431753635406
nan,nan,532480,0.0,0.31161614970769735,0.031249999854480848,0.0,0.0,260,0.00014077868852459017,1000.0,-499.93540659966527,2,5.277889975378262e-13,22.703541514277457,1098.2708480358124
nan,nan,534528,0.0,0.37682968884473667,0.031249999726423994,0.0,0.0,261,0.0001401639344262295,1000.0,-460.92379373658224,2,1.9052940341717152e-10,16.408822633326054,1105.0352392196655
nan,nan,536576,0.0,0.40440177551936357,0.031249999889405446,0.0,0.0,262,0.00013954918032786884,1000.0,-428.30677880737267,2,3.636069697293178e-08,16.16477095335722,1112.0626592636108
nan,nan,538624,0.0,0.34380165287293496,0.031249999813735486,0.0,0.0,263,0.00013893442622950819,1000.0,-394.1999322918108,2,5.239280500746974e-10,17.84593932181597,1119.0811619758606
nan,nan,540672,0.0,0.31077010844601316,0.031249999813735486,0.0,0.0,264,0.00013831967213114753,1000.0,-439.0141899444748,2,5.025583864803809e-13,27.595487010478973,1126.1158022880554
-325.95737706108184,119.35537765436578,540672,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1138.7515950202942
nan,nan,542720,0.0,0.32581906507257374,0.03124999995343387,0.0,0.0,265,0.00013770491803278686,1000.0,-536.3411209181861,2,5.655303082655137e-13,22.43700729608536,1146.0639371871948
nan,nan,544768,0.0,0.28512827078811825,0.031249999813735486,0.0,0.0,266,0.0001370901639344262,1000.0,-358.30990133400644,2,5.096638710127058e-13,23.396357399225234,1153.054100036621
nan,nan,546816,0.0,0.3975437642773613,0.031249999738065526,0.0,0.0,267,0.00013647540983606555,1000.0,-400.06237141164195,2,8.973347125369583e-13,18.962984412908554,1160.0808713436127
nan,nan,548864,0.0,0.2872168024186976,0.03124999980791472,0.0,0.0,268,0.0001358606557377049,1000.0,-420.4143978031462,2,4.873964300630359e-13,25.549594056606292,1167.3256142139435
nan,nan,550912,0.0,0.3036951950984076,0.03125000006402843,0.0,0.0,269,0.00013524590163934422,1000.0,-494.47898154974575,2,9.001381778859574e-13,21.695559629797934,1174.1504492759705
-291.4723167539282,64.87044797501055,550912,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1187.1707031726837
nan,nan,552960,0.0,0.4266083562513813,0.03124999980791472,0.0,0.0,270,0.00013463114754098357,1000.0,-448.71055704239797,2,1.032150202288344e-09,17.39015206694603,1194.0095019340515
nan,nan,555008,0.0,0.41689038889016955,0.031249999889405446,0.0,0.0,271,0.00013401639344262295,1000.0,-450.38702334153567,3,2.273068140145663e-08,16.107880222797395,1201.4945092201233
nan,nan,557056,0.0,0.38234768144320697,0.03125,0.0,0.0,272,0.0001334016393442623,1000.0,-455.3277444242707,2,8.53357517502616e-10,15.383575378358364,1208.2082660198212
nan,nan,559104,0.0,0.36253554093418644,0.03125000000582077,0.0,0.0,273,0.00013278688524590165,1000.0,-415.81243976687426,2,6.685033158378747e-13,19.89376860111952,1215.4042711257935
nan,nan,561152,0.0,0.37476667584851386,0.03125000000582077,0.0,0.0,274,0.00013217213114754097,1000.0,-411.39657892465755,2,8.18577219964295e-13,15.91055419743061,1222.0317850112915
-294.51051588940965,65.13209405748354,561152,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1234.4645092487335
nan,nan,563200,0.0,0.3652787073049694,0.03125000000582077,0.0,0.0,275,0.00013155737704918032,1000.0,-398.9963835619921,2,5.578021170858612e-13,19.412678290903568,1241.4717943668365
nan,nan,565248,0.0,0.341856019734405,0.03124999980791472,0.0,0.0,276,0.00013094262295081967,1000.0,-261.21953789553174,2,2.6625309329993976e-12,20.468467557430266,1248.228422164917
nan,nan,567296,0.0,0.4506251813028939,0.031249999796273187,0.0,0.0,277,0.00013032786885245902,1000.0,-414.79240276405915,2,3.233954636519887e-09,12.34747448861599,1255.0849931240082
nan,nan,569344,0.0,0.3632329064654186,0.031249999860301615,0.0,0.0,278,0.00012971311475409834,1000.0,-484.06041806845246,2,4.215490598131435e-10,17.91901332139969,1261.9546961784363
nan,nan,571392,0.0,0.4199312091921456,0.031249999860301615,0.0,0.0,279,0.00012909836065573769,1000.0,-406.7679547920792,2,1.1372679592492035e-12,15.50080069899559,1268.5851051807404
-295.0640809822976,54.75755918083863,571392,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1281.7009961605072
nan,nan,573440,0.0,0.29239281091140584,0.031249999889405446,0.0,0.0,280,0.00012848360655737703,1000.0,-324.8532824905741,2,4.401307545408845e-11,22.769898270070552,1288.45503115654
nan,nan,575488,0.0,0.4562111678533256,0.031249999831197785,0.0,0.0,281,0.00012786885245901638,1000.0,-452.0354361864506,2,7.805677700972567e-08,12.72514066696167,1295.6674411296844
nan,nan,577536,0.0,0.30658661291236056,0.031249999842839316,0.0,0.0,282,0.00012725409836065573,1000.0,-455.9801066258932,2,4.407019366288534e-09,18.867926385998725,1302.3758041858673
nan,nan,579584,0.0,0.39059470540378244,0.031249999860301615,0.0,0.0,283,0.00012663934426229505,1000.0,-438.94751048320427,2,7.586753238649261e-13,16.75123714953661,1309.1091930866241
nan,nan,581632,0.0,0.2645250855013728,0.03124999981955625,0.0,0.0,284,0.0001260245901639344,1000.0,-483.031276784709,2,4.910379365963345e-13,33.05739030241966,1316.2945082187653
-294.29995057585325,61.9036657062796,581632,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1328.8120782375336
nan,nan,583680,0.0,0.29715601439820605,0.0312499999825377,0.0,0.0,285,0.00012540983606557378,1000.0,-469.67273585668914,2,4.672168324511853e-13,25.12042529284954,1335.8654253482819
nan,nan,585728,0.0,0.4208458605222404,0.03124999979045242,0.0,0.0,286,0.00012479508196721313,1000.0,-460.5345257208626,2,5.860888903137676e-13,15.43264988064766,1342.474284172058
nan,nan,587776,0.0,0.29410428993869575,0.03124999987776391,0.0,0.0,287,0.00012418032786885242,1000.0,-436.6319773487279,2,4.494700013858688e-13,25.01431867480278,1349.2087082862854
nan,nan,589824,0.0,0.4950527862994932,0.031249999860301615,0.0,0.0,288,0.0001235655737704918,1000.0,-444.1478623793281,2,1.8748024862780202e-12,12.831745944917202,1355.5648829936981
nan,nan,591872,0.0,0.4990730019053444,0.031249999994179233,0.0,0.0,289,0.00012295081967213115,1000.0,-435.14744509376374,2,1.1390233285603465e-12,12.020781113952399,1362.178388118744
-329.03811696316797,102.81215297597542,591872,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1374.3930842876434
nan,nan,593920,0.0,0.2910454269382171,0.031249999726423994,0.0,0.0,290,0.0001223360655737705,1000.0,-429.08277738421384,2,5.57104976401854e-13,26.79362342953682,1380.9820971488953
nan,nan,595968,0.0,0.2622318442678079,0.031249999842839316,0.0,0.0,291,0.0001217213114754098,1000.0,-401.8198470136897,2,4.676391679491257e-13,33.24499591290951,1388.0882821083069
nan,nan,598016,0.0,0.2758948741131462,0.031249999930150808,0.0,0.0,292,0.00012110655737704917,1000.0,-434.3034771594004,3,5.244761297083702e-13,32.10631813406944,1395.965674161911
nan,nan,600064,0.0,0.2991429058951326,0.031249999889405446,0.0,0.0,293,0.00012049180327868852,1000.0,-425.4617677709317,2,6.016904383654192e-13,21.912579575181006,1405.6376791000366
-303.21040744225445,52.94778630996337,600064,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1418.9952371120453
nan,nan,602112,0.0,0.39618208289612084,0.031249999965075402,0.0,0.0,294,0.00011987704918032786,1000.0,-440.30195645164224,2,2.0165851653589936e-07,15.597423487901688,1425.7926232814789
nan,nan,604160,0.0,0.263072116614785,0.031249999796273187,0.0,0.0,295,0.00011926229508196721,1000.0,-483.49018603523007,2,8.698639299883814e-10,29.227253699302672,1432.9569590091705
nan,nan,606208,0.0,0.41542101616505533,0.03124999973224476,0.0,0.0,296,0.00011864754098360654,1000.0,-401.07262980951884,2,7.55526211523934e-08,13.590243288874627,1439.5903160572052
nan,nan,608256,0.0,0.42053904685890303,0.031249999930150808,0.0,0.0,297,0.00011803278688524588,1000.0,-447.1972553406846,2,1.1437048916724423e-09,14.459748817980289,1446.6011581420898
nan,nan,610304,0.0,0.32208240741165356,0.031249999720603227,0.0,0.0,298,0.00011741803278688525,1000.0,-466.39926147814487,2,5.79688895288046e-13,23.777261963486673,1453.5698642730713
-293.43620270412106,76.34012923456878,610304,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1465.8640570640564
nan,nan,612352,0.0,0.36773597076535225,0.03124999983701855,0.0,0.0,299,0.0001168032786885246,1000.0,-449.712335923522,2,4.2127228232212466e-13,19.38716626018286,1472.7702322006226
nan,nan,614400,0.0,0.3679206660017371,0.031249999871943147,0.0,0.0,300,0.00011618852459016392,1000.0,-435.1620506983619,2,5.190717347524558e-13,18.45577804148197,1479.5079543590546
nan,nan,616448,0.0,0.36154532034415754,0.03124999983701855,0.0,0.0,301,0.00011557377049180327,1000.0,-448.1060408999165,2,4.243949089656712e-13,17.89130028784275,1486.2470190525055
nan,nan,618496,0.0,0.26820181593066084,0.031249999871943147,0.0,0.0,302,0.00011495901639344261,1000.0,-481.41902767170325,2,4.551771144821871e-13,33.157684007287024,1493.7082262039185
nan,nan,620544,0.0,0.3370632119243965,0.031249999901046977,0.0,0.0,303,0.00011434426229508196,1000.0,-509.4204579835931,2,4.3811522597940444e-13,21.735197615623473,1500.5567500591278
-323.77793722839414,50.65542646066512,620544,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1512.8303391933441
nan,nan,622592,0.0,0.2392758670495823,0.03125000002910383,0.0,0.0,304,0.00011372950819672129,1000.0,-350.2074264487778,2,4.194306857769291e-13,31.023899123072624,1519.4738891124725
nan,nan,624640,0.0,0.2752575062448159,0.03124999981955625,0.0,0.0,305,0.00011311475409836063,1000.0,-289.69901884243507,2,4.968734567534347e-13,21.39936185926199,1527.0837240219116
nan,nan,626688,0.0,0.41612092235591264,0.031249999965075402,0.0,0.0,306,0.0001125,1000.0,-406.4160919805936,2,3.851060969404649e-10,14.719929701089859,1533.9039030075073
nan,nan,628736,0.0,0.4671573837287724,0.031249999784631655,0.0,0.0,307,0.00011188524590163935,1000.0,-424.3342771201873,2,1.2535822711998124e-09,11.846799682080746,1541.0337872505188
nan,nan,630784,0.0,0.3924148383550346,0.03124999973224476,0.0,0.0,308,0.0001112704918032787,1000.0,-400.03539152019533,2,1.3240141680068314e-11,16.75821406841278,1548.4078242778778
-356.89360326182793,64.61697772432736,630784,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1560.711979150772
nan,nan,632832,0.0,0.35866608801297845,0.031249999784631655,0.0,0.0,309,0.00011065573770491802,1000.0,-467.39176603952524,2,7.214017851375721e-11,15.023129886388778,1567.6888971328735
nan,nan,634880,0.0,0.488014307548292,0.031249999720603227,0.0,0.0,310,0.00011004098360655737,1000.0,-468.97693858264364,2,2.3521846900928417e-08,12.160702933371066,1574.4671051502228
nan,nan,636928,0.0,0.41673499123426155,0.03124999987776391,0.0,0.0,311,0.00010942622950819671,1000.0,-420.69054181402765,2,2.405721624489261e-09,13.134956154227257,1582.8122220039368
nan,nan,638976,0.0,0.4702421753201634,0.03124999987776391,0.0,0.0,312,0.00010881147540983606,1000.0,-354.57898225249414,2,3.4376214501114376e-12,12.663165486603976,1592.0536761283875
nan,nan,641024,0.0,0.2449164162389934,0.031249999802093954,0.0,0.0,313,0.00010819672131147538,1000.0,-440.99649020128135,3,5.94048039553104e-13,32.40299502313137,1600.092989206314
-268.8910569302401,94.2724354856421,641024,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6765.620213031769
nan,nan,643072,0.0,0.2781411692500114,0.031249999738065526,0.0,0.0,314,0.00010758196721311473,1000.0,-459.1793279951763,2,4.1617225514563055e-13,26.75350164473057,6780.323302268982
nan,nan,645120,0.0,0.43938484115060417,0.03125000013387762,0.0,0.0,315,0.0001069672131147541,1000.0,-359.9353770578062,2,1.1550021865741673e-09,13.28509167507291,6787.106343269348
nan,nan,647168,0.0,0.3361659170128405,0.03124999986612238,0.0,0.0,316,0.00010635245901639344,1000.0,-406.25903822220073,2,8.030657113707716e-10,15.129061117768288,6792.452050924301
nan,nan,649216,0.0,0.32400874510640276,0.031249999959254638,0.0,0.0,317,0.00010573770491803277,1000.0,-396.7646977525633,2,4.4870979901423537e-13,22.631072157621382,6797.740984201431
nan,nan,651264,0.0,0.28722262613009664,0.031249999767169356,0.0,0.0,318,0.00010512295081967212,1000.0,-437.12646518186205,2,4.3129219932171476e-13,26.185033708810806,6804.268682003021
-269.9787749483699,87.30681057695244,651264,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6821.248822212219
nan,nan,653312,0.0,0.3486637173453346,0.03124999990686774,0.0,0.0,319,0.00010450819672131146,1000.0,-503.4685289693863,2,7.853545750532922e-13,23.055793619155885,6827.19208407402
nan,nan,655360,0.0,0.24642201291862875,0.03124999981955625,0.0,0.0,320,0.00010389344262295081,1000.0,-472.8628215706552,2,5.377624010360189e-13,34.60135464966297,6833.01468706131
nan,nan,657408,0.0,0.31889553868677467,0.031249999755527825,0.0,0.0,321,0.00010327868852459018,1000.0,-474.12925436165926,2,4.990111360793868e-13,28.268495053052902,6839.399027109146
nan,nan,659456,0.0,0.38565869760932403,0.03124999984866008,0.0,0.0,322,0.00010266393442622948,1000.0,-483.7083777330771,2,2.5497566446141433e-12,20.160270555317403,6845.94211101532
nan,nan,661504,0.0,0.3246388651430607,0.031249999650754035,0.0,0.0,323,0.00010204918032786885,1000.0,-440.4391426307062,2,5.572202438216899e-13,26.202720466256142,6851.777637243271
-309.5602090247635,90.54307779595587,661504,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6862.652328968048
nan,nan,663552,0.0,0.39499121258268133,0.03124999984866008,0.0,0.0,324,0.0001014344262295082,1000.0,-416.58977418886894,2,6.447751773978635e-10,15.959611198306083,6867.485415220261
nan,nan,665600,0.0,0.34122216410469264,0.03124999997089617,0.0,0.0,325,0.00010081967213114754,1000.0,-434.958578545878,2,7.00808550766464e-11,24.98556866198778,6873.596382141113
nan,nan,667648,0.0,0.35579093934502454,0.031249999860301615,0.0,0.0,326,0.00010020491803278687,1000.0,-449.87920922434546,2,7.455370295883883e-10,17.095827531814574,6947.3969831466675
nan,nan,669696,0.0,0.32595652176532897,0.031249999656574802,0.0,0.0,327,9.959016393442621e-05,1000.0,-279.964777010372,2,2.7219826215149817e-10,25.552647665143013,6949.104349374771
nan,nan,671744,0.0,0.4379671187023632,0.031249999691499396,0.0,0.0,328,9.897540983606556e-05,1000.0,-533.0050995135261,2,1.9722472299942393e-07,14.535295683145524,6950.606090068817
-295.4092319413443,91.70768318844985,671744,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6953.720437049866
nan,nan,673792,0.0,0.4494885612046346,0.031249999703140928,0.0,0.0,329,9.836065573770491e-05,1000.0,-410.5598073243227,2,2.67508420300651e-09,13.202794053405523,6955.0898060798645
nan,nan,675840,0.0,0.24548964893911035,0.03124999976134859,0.0,0.0,330,9.774590163934423e-05,1000.0,-459.15733054756515,2,3.239486067058443e-12,33.937388038635255,6956.470094203949
nan,nan,677888,0.0,0.28351187335792927,0.031250000168802215,0.0,0.0,331,9.713114754098358e-05,1000.0,-513.8602279323634,2,4.417554028403824e-13,23.664941565692423,6957.847482204437
nan,nan,679936,0.0,0.47730364156886934,0.03125000012805686,0.0,0.0,332,9.651639344262295e-05,1000.0,-497.5995645497922,2,1.0803376766260238e-11,13.717241078615189,6959.22020816803
nan,nan,681984,0.0,0.41908336739288643,0.03124999991268851,0.0,0.0,333,9.59016393442623e-05,1000.0,-445.52357510880347,2,1.2370538900339845e-12,18.037379866838457,6960.586365222931
-360.08224343897365,88.8039279189392,681984,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6963.666486024857
nan,nan,684032,0.0,0.4307120976736769,0.031249999674037097,0.0,0.0,334,9.528688524590164e-05,1000.0,-456.4341071251375,3,4.53113221551523e-13,20.87171143591404,6965.066410064697
nan,nan,686080,0.0,0.38026206380454824,0.03124999991268851,0.0,0.0,335,9.467213114754097e-05,1000.0,-391.6884860807386,2,5.152011412129021e-13,16.979722663760185,6966.441591024399
nan,nan,688128,0.0,0.4703901430941187,0.031249999930150808,0.0,0.0,336,9.405737704918031e-05,1000.0,-413.43001158468803,2,2.6157549226674403e-10,13.335316422581673,6967.869746923447
nan,nan,690176,0.0,0.374115440773312,0.031249999918509276,0.0,0.0,337,9.344262295081966e-05,1000.0,-438.91381361183744,2,5.024613025904153e-11,19.725292597711086,6969.29535317421
-324.4711770411856,45.21236163914022,690176,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6972.981714248657
nan,nan,692224,0.0,0.3762251568725333,0.031249999767169356,0.0,0.0,338,9.282786885245903e-05,1000.0,-480.982522909202,2,4.951188734888666e-13,18.975497849285603,6975.385316133499
nan,nan,694272,0.0,0.3782553624710999,0.03124999984866008,0.0,0.0,339,9.221311475409833e-05,1000.0,-509.7133418744323,2,5.954354232777189e-13,22.419226759672163,6977.365532159805
nan,nan,696320,0.0,0.22134782033972442,0.031249999842839316,0.0,0.0,340,9.15983606557377e-05,1000.0,-585.3979195006979,2,4.750779255566576e-13,33.400618731975555,6979.42586016655
nan,nan,698368,0.0,0.2451924753608182,0.031249999842839316,0.0,0.0,341,9.098360655737704e-05,1000.0,-389.6689098180384,2,4.576144786388558e-13,26.55450764298439,6981.578243255615
nan,nan,700416,0.0,0.4151707786950283,0.03124999987776391,0.0,0.0,342,9.03688524590164e-05,1000.0,-427.44713988935666,2,2.3586876553027295e-11,19.312885132431983,6983.641179323196
-273.39143435861797,47.33752859624952,700416,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6988.167520046234
nan,nan,702464,0.0,0.43362305213231594,0.031249999813735486,0.0,0.0,343,8.975409836065574e-05,1000.0,-537.9286524808017,2,7.832347301147187e-09,15.779454213380813,6990.106758117676
nan,nan,704512,0.0,0.44277738622622564,0.031249999918509276,0.0,0.0,344,8.913934426229506e-05,1000.0,-457.9959073274365,2,9.202591836958792e-10,15.085296548902988,7026.40688419342
nan,nan,706560,0.0,0.40946807850850747,0.031249999784631655,0.0,0.0,345,8.852459016393441e-05,1000.0,-437.317777360992,2,8.932937760977339e-13,15.527860347926616,7028.074336051941
nan,nan,708608,0.0,0.35927120978012683,0.031249999796273187,0.0,0.0,346,8.790983606557378e-05,1000.0,-483.8205397430846,2,5.168716067366211e-13,20.853542748093606,7029.423696279526
nan,nan,710656,0.0,0.44642979560885576,0.031249999976716937,0.0,0.0,347,8.729508196721312e-05,1000.0,-417.1355527499177,2,1.049694427379501e-10,16.094342121481894,7030.783887147903
-271.3834086497819,79.27328559847925,710656,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7033.838793039322
nan,nan,712704,0.0,0.4855392436031252,0.031249999784631655,0.0,0.0,348,8.668032786885243e-05,1000.0,-413.41604113565734,2,7.587664665218718e-09,12.622041925042868,7035.281370162964
nan,nan,714752,0.0,0.42188746192259713,0.031249999901046977,0.0,0.0,349,8.60655737704918e-05,1000.0,-432.43569401753314,2,1.2738569285703726e-10,16.534091244637967,7040.978254079819
nan,nan,716800,0.0,0.23132206170121208,0.031249999901046977,0.0,0.0,350,8.545081967213114e-05,1000.0,-422.8428266588219,2,4.6143309679681e-13,34.3584696739912,7043.007490158081
nan,nan,718848,0.0,0.27771509657613935,0.031249999831197785,0.0,0.0,351,8.483606557377049e-05,1000.0,-398.466966669631,2,4.790650143326559e-13,22.268879792094232,7044.932282209396
nan,nan,720896,0.0,0.2729423855897039,0.031249999755527825,0.0,0.0,352,8.422131147540981e-05,1000.0,-394.75515339342627,2,4.599533998640649e-13,30.59626847207546,7046.977545976639
-323.84209750481193,57.25884369595373,720896,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7051.069039106369
nan,nan,722944,0.0,0.4028513720841147,0.031249999889405446,0.0,0.0,353,8.360655737704916e-05,1000.0,-437.36084423949313,2,6.313281414762863e-13,16.4681691005826,7053.03049325943
nan,nan,724992,0.0,0.28480958683649077,0.03124999997089617,0.0,0.0,354,8.299180327868851e-05,1000.0,-370.0772422189465,2,4.736128925429987e-13,26.511942929029466,7054.858380079269
nan,nan,727040,0.0,0.375990822899621,0.031249999749707057,0.0,0.0,355,8.237704918032787e-05,1000.0,-460.004358352426,3,6.098047601443412e-13,20.87186875641346,7056.671369075775
nan,nan,729088,0.0,0.2963841517921537,0.031249999738065526,0.0,0.0,356,8.176229508196722e-05,1000.0,-493.6052345684071,2,4.995219464980086e-13,27.706841012835504,7058.371315956116
nan,nan,731136,0.0,0.34517347868531945,0.031249999796273187,0.0,0.0,357,8.114754098360655e-05,1000.0,-336.7110611627494,2,7.36229564014541e-13,21.349679306149483,7060.132863998413
-311.0772828083763,44.72942618666278,731136,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7064.225317239761
nan,nan,733184,0.0,0.4043124846648425,0.031249999825377017,0.0,0.0,358,8.05327868852459e-05,1000.0,-412.16146140426036,2,1.0290500314679075e-11,16.158148083090783,7066.036648988724
nan,nan,735232,0.0,0.3453198319650255,0.03125000002910383,0.0,0.0,359,7.991803278688524e-05,1000.0,-535.3034464557171,2,2.6294936919453754e-11,22.987246990203857,7067.880868196487
nan,nan,737280,0.0,0.34152918939944354,0.03124999994179234,0.0,0.0,360,7.930327868852459e-05,1000.0,-482.293257491247,2,1.7801374369597077e-12,22.116659314930438,7069.672210931778
nan,nan,739328,0.0,0.24550851224921644,0.031249999575084075,0.0,0.0,361,7.868852459016391e-05,1000.0,-437.6518323909356,2,5.544283601659368e-13,33.493731105327605,7071.466952323914
nan,nan,741376,0.0,0.2522668231278658,0.03124999981955625,0.0,0.0,362,7.807377049180326e-05,1000.0,-460.9139760677584,2,1.0456097531421303e-12,31.926260593533517,7073.368342161179
-306.02761641870967,77.13032015876966,741376,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7077.6012971401215
nan,nan,743424,0.0,0.2445312158903107,0.031249999965075402,0.0,0.0,363,7.745901639344263e-05,1000.0,-289.3838825111077,2,6.867942127247067e-13,30.807971301674844,7079.547204256058
nan,nan,745472,0.0,0.3813367965514772,0.031249999825377017,0.0,0.0,364,7.684426229508197e-05,1000.0,-416.0065563612377,2,4.976428541518746e-10,20.893292811512946,7081.536889076233
