eval/mean_return,eval/std_return,step,train/approx_kl,train/clip_frac_step_0,train/clip_frac_step_1,train/clip_frac_step_2,train/clip_frac_step_3,train/clip_frac_step_4,train/clip_frac_step_5,train/clip_frac_step_6,train/clip_frac_step_7,train/clip_fraction,train/entropy,train/eps_step_0,train/eps_step_1,train/eps_step_2,train/eps_step_3,train/eps_step_4,train/eps_step_5,train/eps_step_6,train/eps_step_7,train/iteration,train/kl_budget_step_0,train/kl_budget_step_1,train/kl_budget_step_2,train/kl_budget_step_3,train/kl_budget_step_4,train/kl_budget_step_5,train/kl_budget_step_6,train/kl_budget_step_7,train/lr,train/mean_episode_length,train/mean_reward,train/num_episodes,train/policy_loss,train/value_loss,wall_time
,,32768,0.0003639671042947157,0.01893921010196209,0.01921997033059597,0.01975708082318306,0.019012451171875,0.01869506947696209,0.01822509802877903,0.01801757887005806,0.01890258863568306,0.01884613037109375,18.235504695773123,0.06573168933391571,0.06531115621328354,0.06481941789388657,0.06644592434167862,0.06937877088785172,0.07506658136844635,0.07844889163970947,0.07726756483316422,1,0.0021699946373701096,0.0021443217992782593,0.002117554424330592,0.0022229969035834074,0.0024177946615964174,0.002832086058333516,0.0030954484827816486,0.0029998028185218573,0.0003,1000.5,-364.86990029373084,32,-0.000648586585157318,6.529928208887577,37.510398864746094
,,65536,0.00048157373335016017,0.033447265625,0.033905029296875,0.03387451171875,0.03386840969324112,0.0345458984375,0.03417358547449112,0.03449096903204918,0.034088134765625,0.03404922485351562,18.208909323811532,0.06727520376443863,0.06622176617383957,0.06547071784734726,0.06767211109399796,0.07008101791143417,0.07454922050237656,0.07713259756565094,0.07533352822065353,2,0.0022706235758960247,0.0022006153594702482,0.002150610787793994,0.0022974186576902866,0.0024636895395815372,0.0027872954960912466,0.0029843966476619244,0.002845350420102477,0.0002993852459016393,1001.0,-367.6021429431709,32,-0.0011296902848698664,4.057451262325048,74.13606333732605
,,98304,0.0005184706708860176,0.03914184495806694,0.03948974609375,0.03882446512579918,0.03908691555261612,0.04014892503619194,0.03886718675494194,0.03902588039636612,0.03890381008386612,0.03918609619140625,18.16475679576397,0.06849563866853714,0.06644591689109802,0.06619250029325485,0.06775866448879242,0.07173194736242294,0.0749267116189003,0.07494115084409714,0.07360120117664337,3,0.0023542242124676704,0.0022147546987980604,0.002197341760620475,0.002302988665178418,0.0025815898552536964,0.0028150640428066254,0.0028166945558041334,0.0027173415292054415,0.00029877049180327867,1001.0,-337.5273769901156,32,-0.0012608056749741081,3.9597630430012942,110.63475799560547
,,131072,0.0005529929439035186,0.04264526441693306,0.04432983323931694,0.04405517503619194,0.04407348856329918,0.04393310472369194,0.04361572489142418,0.04370727762579918,0.04368286207318306,0.04375534057617188,18.25896802842617,0.07001667469739914,0.06786828488111496,0.06619620323181152,0.06779547780752182,0.07163795083761215,0.07489792257547379,0.07410814613103867,0.07155070453882217,4,0.0024622459895908833,0.0023103912826627493,0.0022002176847308874,0.002309214323759079,0.00257521471939981,0.002816135762259364,0.002756627043709159,0.002569953678175807,0.000298155737704918,1001.0,-349.45105523245627,32,-0.00135134705924429,4.719813960045576,148.6803843975067
,,163840,0.0006189370787978987,0.05353393778204918,0.05338745191693306,0.05408325418829918,0.05404052883386612,0.05346069484949112,0.053314208984375,0.05385742336511612,0.05373535305261612,0.053676605224609375,18.20276572704315,0.06809834390878677,0.06624704599380493,0.06612085551023483,0.0696486234664917,0.07377734780311584,0.07496147602796555,0.0735647976398468,0.0717974305152893,5,0.0023269839584827423,0.0022018374875187874,0.0021922867745161057,0.002432022010907531,0.002729303203523159,0.0028176563791930676,0.002713578287512064,0.002586331916972995,0.00029754098360655737,1001.0,-340.0727397231358,32,-0.0015132684224226979,3.8260089311748744,189.80575466156006
,,196608,0.0006932917068297684,0.06452026218175888,0.06465454399585724,0.06477661430835724,0.06429443508386612,0.064483642578125,0.06483764946460724,0.06443481892347336,0.06389160454273224,0.0644866943359375,18.214361301064493,0.06814506649971008,0.06662949919700623,0.06481299549341202,0.06661833822727203,0.07170156389474869,0.07543142139911652,0.07617689669132233,0.07425250858068466,6,0.0023293958511203527,0.0022283841390162706,0.0021083287429064512,0.0022257601376622915,0.002579208230599761,0.002854159800335765,0.002909522969275713,0.0027652401477098465,0.0002969262295081967,1001.0,-336.0682019547298,32,-0.0017064204155758488,3.5561347089707853,230.05339241027832
,,229376,0.000692960826199851,0.06469116359949112,0.06450195610523224,0.06488647311925888,0.06544189900159836,0.06464844197034836,0.06434936821460724,0.06480713188648224,0.06386108696460724,0.0646484375,18.20679475963116,0.06637420505285263,0.06429746001958847,0.06421812623739243,0.06737156212329865,0.07332669943571091,0.07776518166065216,0.07695146650075912,0.07286882400512695,7,0.002212270861491561,0.0020738074090331793,0.0020708634983748198,0.0022777419071644545,0.0026987679302692413,0.003032062901183963,0.002968527376651764,0.002665957435965538,0.00029631147540983607,1001.0,-305.6958445658447,32,-0.0018158991224481724,4.042513216659427,267.72397541999817
,,262144,0.0007440833285272674,0.07186279445886612,0.07183837890625,0.07189331203699112,0.07181396335363388,0.07291870564222336,0.07206421345472336,0.07152099907398224,0.071807861328125,0.07196502685546875,18.18636935055256,0.06721922010183334,0.0661870464682579,0.06571491062641144,0.06771557778120041,0.07215165346860886,0.07587278634309769,0.0758570060133934,0.07318158447742462,8,0.002266010269522667,0.0021969059016555548,0.00216611847281456,0.0023009642027318478,0.002610148163512349,0.0028863660991191864,0.002886432921513915,0.0026870539877563715,0.00029569672131147536,1001.0,-341.4656431418313,32,-0.0019961437879828735,3.386514513194561,307.0950222015381
,,294912,0.000740710129184663,0.07109985500574112,0.071441650390625,0.07146606594324112,0.07136841118335724,0.071136474609375,0.07036743313074112,0.07093506306409836,0.07183837890625,0.0712066650390625,18.21031202673912,0.06601639837026596,0.06472275406122208,0.06544401496648788,0.06828951090574265,0.07322543859481812,0.0758952721953392,0.07606875151395798,0.07386023551225662,9,0.00218802597373724,0.0021030220668762922,0.002148933708667755,0.002339304657652974,0.002691693138331175,0.002888643881306052,0.002904032589867711,0.002736344002187252,0.0002950819672131147,1001.0,-337.75412854499314,32,-0.0019981162644398865,3.9850162897258996,343.69336581230164
,,327680,0.0007990643593529967,0.07893677055835724,0.079986572265625,0.07892455905675888,0.07957153767347336,0.07954712212085724,0.078643798828125,0.07902832329273224,0.079742431640625,0.07929763793945313,18.248741418123245,0.06744753569364548,0.0644480511546135,0.06362766027450562,0.065951406955719,0.07142513245344162,0.07703851908445358,0.07817168533802032,0.07489371299743652,10,0.0022858595475554466,0.002085937187075615,0.002031071810051799,0.002181808929890394,0.0025594516191631556,0.002975510898977518,0.0030640282202512026,0.002816331572830677,0.00029446721311475406,1001.0,-322.77934254985246,32,-0.0020993832535168623,3.671677600964904,382.60465383529663
,,360448,0.0008025072275813727,0.07895507663488388,0.080474853515625,0.08024292439222336,0.079742431640625,0.0806884765625,0.08056640625,0.08013305813074112,0.08031616359949112,0.08013992309570313,18.222896909713747,0.06751901656389236,0.06682376563549042,0.06606574356555939,0.06800141930580139,0.071649469435215,0.0746639147400856,0.07562875002622604,0.07371629774570465,11,0.002286930801346898,0.0022398249711841345,0.002189595950767398,0.002318917540833354,0.0025750368367880583,0.0027957353740930557,0.0028679382521659136,0.0027260202914476395,0.0002938524590163934,1001.0,-343.6596696730204,32,-0.0021302166336681695,3.971825125068426,420.2359070777893
,,393216,0.0008053841938362894,0.08077392727136612,0.08048706501722336,0.08178100734949112,0.08068237453699112,0.08028564602136612,0.08062133938074112,0.08040771633386612,0.08011474460363388,0.08064422607421876,18.244541016221046,0.06618183106184006,0.06514141708612442,0.06449451297521591,0.06561266630887985,0.07058647274971008,0.07674122601747513,0.0779801532626152,0.07639621943235397,12,0.0021970714442431927,0.002128364983946085,0.0020865618716925383,0.002160069067031145,0.002498551504686475,0.002952915383502841,0.003049963852390647,0.0029265021439641714,0.00029323770491803276,1001.0,-351.6856311959559,32,-0.0021958739693218377,3.961910593882203,458.716046333313
,,425984,0.0008270124149476032,0.08378296345472336,0.0826416015625,0.08336181938648224,0.08355712890625,0.08359985798597336,0.08345947414636612,0.0830078125,0.08317871391773224,0.08332366943359375,18.199982580542564,0.06679359823465347,0.06547591835260391,0.06619461625814438,0.06913350522518158,0.07367493957281113,0.0754542127251625,0.07491035759449005,0.07204996794462204,13,0.0022414177656173706,0.0021532983519136906,0.0021981315221637487,0.002399183576926589,0.002724527847021818,0.002858752151951194,0.0028174773324280977,0.002607211470603943,0.0002926229508196721,1001.0,-312.25778561330213,32,-0.00217785575077869,3.853345414251089,496.8463590145111
,,458752,0.0008551994081699377,0.08742675930261612,0.08758544921875,0.08760986477136612,0.08795166015625,0.08713989704847336,0.08692627400159836,0.08805542439222336,0.08802490681409836,0.08759002685546875,18.214419424533844,0.06779948621988297,0.06611388921737671,0.06522856652736664,0.06765042990446091,0.07232604175806046,0.07505424320697784,0.07580216228961945,0.07391658425331116,14,0.0023069754242897034,0.0021930262446403503,0.0021340164821594954,0.0022952952422201633,0.0026235212571918964,0.0028245102148503065,0.002882172353565693,0.0027404827997088432,0.00029200819672131145,1001.0,-308.86892300950234,32,-0.002358367489068769,3.9848460260778666,535.0011792182922
,,491520,0.0008325312303895771,0.08453979343175888,0.08328857272863388,0.08481445163488388,0.08460693806409836,0.08453369140625,0.08442993462085724,0.08409424126148224,0.08366089314222336,0.08424606323242187,18.23350733220577,0.06645792722702026,0.0670667290687561,0.0676024928689003,0.06807424873113632,0.07047490775585175,0.0736900195479393,0.0756419375538826,0.07498136907815933,15,0.0022172201424837112,0.0022565850522369146,0.002293514786288142,0.0023252367973327637,0.0024910641368478537,0.0027268428821116686,0.0028696402441710234,0.002819895511493087,0.0002913934426229508,1001.0,-314.3969881059977,32,-0.0023768314727931283,4.001577653735876,574.0975925922394
,,524288,0.0008823380398098379,0.09189452975988388,0.09155883640050888,0.09093628078699112,0.09147949516773224,0.09149169921875,0.09088134765625,0.09091796725988388,0.09110718220472336,0.09128341674804688,18.20079356431961,0.0660879835486412,0.06518100202083588,0.06538184732198715,0.06857454776763916,0.0723809003829956,0.07611006498336792,0.07633733004331589,0.07348436117172241,16,0.002194233937188983,0.002134887967258692,0.002146234968677163,0.0023585788439959288,0.0026269052177667618,0.0029053122270852327,0.002923281630501151,0.002710564760491252,0.00029077868852459015,1001.0,-300.4469209784154,32,-0.002392786889686249,3.7746348690241573,611.6379961967468
,,557056,0.0008962096520008344,0.09379272907972336,0.09367065876722336,0.09345092624425888,0.09342040866613388,0.09310302883386612,0.09290771931409836,0.09370117634534836,0.09354247897863388,0.09344863891601562,18.259737649559973,0.06486673653125763,0.06411520391702652,0.06397850811481476,0.06640300899744034,0.07099480926990509,0.07636789232492447,0.07883067429065704,0.07727034389972687,17,0.0021109506487846375,0.002062555868178606,0.0020537390373647213,0.0022115183528512716,0.0025272914208471775,0.002923522377386689,0.0031161648221313953,0.002994257491081953,0.00029016393442622945,1001.0,-296.97193256759226,32,-0.0024120342466630975,3.6227052845060825,649.0778658390045
,,589824,0.0008718973941086005,0.09049072116613388,0.09027709811925888,0.09068603813648224,0.08992920070886612,0.08842163532972336,0.08936768025159836,0.08984985202550888,0.08955078572034836,0.08982162475585938,18.271187296509744,0.06608639657497406,0.06541427224874496,0.06507795304059982,0.06758320331573486,0.0714680552482605,0.07570111751556396,0.076987624168396,0.0752221941947937,18,0.0021910343784838915,0.0021470964420586824,0.002123835263773799,0.002291327342391014,0.002562569221481681,0.0028730519115924835,0.0029731260146945715,0.0028379594441503286,0.00028954918032786885,1001.0,-299.0995062130413,32,-0.0024084388358460275,3.6943334925919773,686.9405741691589
,,622592,0.0009055176600668346,0.09459228813648224,0.09428711235523224,0.09490966796875,0.09502563625574112,0.09395752102136612,0.094818115234375,0.09381103515625,0.09455566853284836,0.09449462890625,18.176376339793205,0.06482616811990738,0.06479471921920776,0.0651593804359436,0.06734208017587662,0.07223506271839142,0.07593701034784317,0.07723500579595566,0.07552822679281235,19,0.0021104386541992426,0.002107477281242609,0.0021306280978024006,0.002279696986079216,0.0026197941042482853,0.0028958346229046583,0.0029950847383588552,0.0028610453009605408,0.0002889344262295082,1001.0,-318.3728549747092,32,-0.002496870775212301,3.471798576042056,726.8291299343109
,,655360,0.0008979169479061966,0.09254761040210724,0.09378661960363388,0.09370727837085724,0.09377441555261612,0.09431152790784836,0.09430541843175888,0.09411010891199112,0.094482421875,0.093878173828125,18.198962980508803,0.06621541827917099,0.06532545387744904,0.06468834728002548,0.06635051220655441,0.07132871448993683,0.07604898512363434,0.07780464738607407,0.07559849321842194,20,0.0021996619179844856,0.0021411441266536713,0.0020995300728827715,0.002208396792411804,0.0025512096472084522,0.002899367129430175,0.003034943714737892,0.0028657466173171997,0.00028831967213114755,1001.0,-302.47793776469507,32,-0.0024849634435668124,3.3668068401515483,766.9827864170074
,,688128,0.0008914377718156174,0.09241332858800888,0.09260864555835724,0.09218139946460724,0.09212036430835724,0.09307251125574112,0.09332275390625,0.09230346977710724,0.09229736775159836,0.09253997802734375,18.21056600213051,0.06464576721191406,0.06435750424861908,0.06510954350233078,0.06831719726324081,0.07220928370952606,0.0757693499326706,0.07677429169416428,0.07611004263162613,21,0.002096364041790366,0.002077981596812606,0.0021273388992995024,0.002341857645660639,0.0026152348145842552,0.0028783006127923727,0.0029566262383013964,0.002906296169385314,0.00028770491803278684,1001.0,-298.60982432892536,32,-0.002433639294758905,3.6050810307264327,806.6875598430634
,,720896,0.000901847754857954,0.09306030720472336,0.09441528469324112,0.09367065876722336,0.09327393025159836,0.09324341267347336,0.09376221150159836,0.09296875447034836,0.09315185993909836,0.09344329833984374,18.214454248547554,0.06606631726026535,0.06478708982467651,0.06526584178209305,0.06816225498914719,0.0718444362282753,0.07482241094112396,0.07669731229543686,0.07550004124641418,22,0.0021920569706708193,0.0021078919526189566,0.002140304772183299,0.00233448832295835,0.002597689162939787,0.002811722457408905,0.002953932387754321,0.0028619137592613697,0.0002870901639344262,1001.0,-285.8492429523878,48,-0.0023882981382485013,3.9986670941114424,845.9005103111267
,,753664,0.0008964974607351906,0.09332885593175888,0.093475341796875,0.09362182766199112,0.09331665188074112,0.09274902194738388,0.09349975734949112,0.092742919921875,0.093994140625,0.093341064453125,18.23289035856724,0.06501121073961258,0.06436324119567871,0.06410297006368637,0.06644625961780548,0.0720551386475563,0.07624787837266922,0.07827294617891312,0.07621505111455917,23,0.0021204259246587753,0.0020806293468922377,0.00206371839158237,0.002217524452134967,0.0026069004088640213,0.0029183123260736465,0.0030754522886127234,0.0029170368798077106,0.00028647540983606554,1001.0,-274.9407893078188,32,-0.0024834852309140844,3.8296634394675495,884.1558084487915
,,786432,0.0009601092355296714,0.10170288383960724,0.10120850056409836,0.10145874321460724,0.10211181640625,0.10126342624425888,0.102752685546875,0.10142822563648224,0.1019287109375,0.10173187255859376,18.186123672127724,0.0642647072672844,0.06428191065788269,0.06434302777051926,0.06613706797361374,0.07154249399900436,0.07687892764806747,0.07811333984136581,0.0770687684416771,24,0.002074430463835597,0.0020758442115038633,0.0020778619218617678,0.002195382257923484,0.0025696156080812216,0.002963519422337413,0.0030636582523584366,0.002979687647894025,0.0002858606557377049,1001.0,-287.5512339142026,32,-0.0024913780573115217,3.509864589571953,921.9781727790833
,,819200,0.0009290041000895144,0.09848632663488388,0.09752197563648224,0.09822387993335724,0.096893310546875,0.09858398884534836,0.09758911281824112,0.09791260212659836,0.09826049953699112,0.0979339599609375,18.2142672598362,0.06685582548379898,0.06501024216413498,0.06375744193792343,0.06555216759443283,0.07079887390136719,0.07647240906953812,0.07785575836896896,0.07652586698532104,25,0.0022444487549364567,0.002122308127582073,0.0020422691013664007,0.0021570974495261908,0.0025156333576887846,0.002935929223895073,0.003042119089514017,0.0029401949141174555,0.00028524590163934424,1001.0,-278.10665033390393,32,-0.0026801429285114864,3.8345930337905885,957.9280524253845
,,851968,0.0009184009830278228,0.09637451171875,0.09623413532972336,0.09653320163488388,0.09606323391199112,0.096710205078125,0.09665527194738388,0.09696655720472336,0.09638672322034836,0.096490478515625,18.25466017127037,0.06409543752670288,0.06553812325000763,0.06554760783910751,0.06682520359754562,0.07059690356254578,0.07554040104150772,0.07716263085603714,0.07778078317642212,26,0.0020622541196644306,0.0021564397029578686,0.0021554233971983194,0.002240551635622978,0.002499563153833151,0.002862486755475402,0.002986420411616564,0.003036860842257738,0.0002846311475409836,1001.0,-304.381107462871,32,-0.002489860015339218,3.7233597598969936,996.3387184143066
-154.68165401130202,57.65433542888423,851968,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1075.5960836410522
nan,nan,884736,0.0009708024747851595,0.10255737602710724,0.10247802734375,0.103851318359375,0.10222778469324112,0.10394897311925888,0.10394897311925888,0.10343017429113388,0.10336913913488388,0.10322647094726563,18.196483010053633,0.06471365690231323,0.06372565031051636,0.06470143795013428,0.06743373721837997,0.07138372957706451,0.07588889449834824,0.07788120210170746,0.07708599418401718,27,0.0021044756285846233,0.0020370816346257925,0.0021001852583140135,0.0022822560276836157,0.002558861393481493,0.002891433658078313,0.0030413793865591288,0.0029843272641301155,0.00028401639344262294,1001.0,-270.461832008512,32,-0.0024786958056211006,3.3944251626729964,1114.1752862930298
nan,nan,917504,0.000925750232545397,0.09784545749425888,0.09761963039636612,0.09589233249425888,0.09746704250574112,0.09613647311925888,0.09650879353284836,0.09792480617761612,0.096923828125,0.097039794921875,18.20961915254593,0.06409256905317307,0.06457307189702988,0.06539356708526611,0.06740539520978928,0.07125649601221085,0.07587676495313644,0.07788152992725372,0.07641028612852097,28,0.0020636958070099354,0.002094155875965953,0.0021475309040397406,0.002281267661601305,0.0025488294195383787,0.002889736322686076,0.003045168938115239,0.00292961485683918,0.0002834016393442623,1001.0,-263.94552815932514,32,-0.002664705031202175,3.9704070832580327,1151.6385760307312
nan,nan,950272,0.0009730749961818219,0.10289917141199112,0.10382080078125,0.10341797024011612,0.10419922322034836,0.10449828952550888,0.10261841118335724,0.10285644978284836,0.10222778469324112,0.1033172607421875,18.21254081428051,0.06467543542385101,0.06449029594659805,0.06556977331638336,0.06761214882135391,0.07232580333948135,0.0754326656460762,0.07656601816415787,0.07650835067033768,29,0.0021007629111409187,0.002085856394842267,0.002158902119845152,0.0022939362097531557,0.00262383371591568,0.0028546375688165426,0.002942906692624092,0.0029391644056886435,0.00028278688524590163,1001.0,-270.47781243701206,32,-0.0025774954418011477,3.3517407845705747,1193.435970544815
-179.09934539052807,41.751512603479235,950272,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1277.6203372478485
nan,nan,983040,0.0009308189942657918,0.097076416015625,0.09934081882238388,0.09769286960363388,0.09809570759534836,0.09816894680261612,0.09809570759534836,0.09721069782972336,0.09867554157972336,0.09804458618164062,18.238667157292365,0.06391040235757828,0.06438169628381729,0.06524353474378586,0.06819424778223038,0.0726068764925003,0.07577071338891983,0.07658438384532928,0.07650762796401978,30,0.002049471950158477,0.0020800845231860876,0.002135739428922534,0.002333623357117176,0.0026443523820489645,0.00287900329567492,0.002941938117146492,0.0029357874300330877,0.00028217213114754093,1001.0,-263.4292293635938,32,-0.0024862495934939942,3.600578587502241,1315.2888309955597
nan,nan,1015808,0.0010255518699068488,0.11162109673023224,0.11079712212085724,0.11065063625574112,0.11099853366613388,0.11121826618909836,0.11065063625574112,0.11073608696460724,0.11104126274585724,0.11096420288085937,18.20805129110813,0.06525439023971558,0.06570219993591309,0.0648348331451416,0.06651006639003754,0.07139253616333008,0.0748869925737381,0.07757148891687393,0.07686813175678253,31,0.002138738287612796,0.002168915932998061,0.0021089620422571898,0.0022210092283785343,0.002558105392381549,0.0028163103852421045,0.003020993899554014,0.002966964617371559,0.0002815573770491803,1001.0,-257.1649161339668,32,-0.0025866724681691267,3.25606441013515,1354.117044210434
